name,film,boxoffice
Lewis Gilbert,3.0,507331559.0
John Francis Daley,1.0,104384188.0
Jonathan M. Goldstein,1.0,104384188.0
J.B. Rogers,2.0,287553596.0
Michael Sucsy,1.0,196114570.0
Tom Vaughan,2.0,185134293.0
Stephen Hillenburg,1.0,140161792.0
Stig Bergqvist,1.0,103.0
Jason Reitman,5.0,463089932.0
Alexander Payne,6.0,415092324.0
Jonathan Levine,4.0,159068421.0
Rian Johnson,2.0,52572764.0
Chris Noonan,2.0,289213151.0
Michael McCullers,1.0,63833449.0
Forest Whitaker,1.0,81471882.0
Woody Allen,22.0,698781620.0
Peter Lepeniotis,1.0,122529966.0
Ted Demme,1.0,83282296.0
William Shatner,1.0,70200000.0
Steve Box,1.0,192452832.0
Mike Johnson,1.0,117195061.0
James Gartner,1.0,42647449.0
Lee Toland Krieger,2.0,68758089.0
Tim McCanlies,2.0,565593.0
Drew Goddard,1.0,66486080.0
Jason Friedberg,5.0,314717971.0
Aaron Seltzer,5.0,314717971.0
Paul Michael Glaser,1.0,38122105.0
John R. Leonetti,2.0,306650674.0
Tom Hanks,2.0,70745791.0
Kimberly Peirce,3.0,105142025.0
Liz Friedlander,1.0,34742066.0
Phil Joanou,2.0,41480852.0
Shane Acker,1.0,48428063.0
Martha Coolidge,1.0,37666766.0
Stephen Anderson,1.0,14460000.0
Troy Miller,1.0,39267515.0
Tate Taylor,2.0,156183722.0
Brett Leonard,2.0,56149000.0
Alister Grierson,1.0,108609310.0
Nick Hurran,1.0,22034832.0
Charles Stone III,2.0,79388787.0
Paul Haggis,3.0,179100502.0
Kurt Wimmer,2.0,36429856.0
Jean-François Richet,1.0,35294470.0
Kevin Hooks,1.0,17193231.0
Ellory Elkayem,1.0,45867333.0
Niki Caro,3.0,112334301.0
Vincenzo Natali,5.0,10495649.0
Willard Huyck,1.0,37962774.0
Gavin O'Connor,5.0,121329611.0
Bruce Hunt,1.0,15007991.0
Christopher Roberts,1.0,1.0
Kim Jee-woon,2.0,459359556.0
Nick Hamm,1.0,30114487.0
Andy Cadiff,1.0,12.0
Mike Disa,1.0,13521829.0
Richard J. Lewis,1.0,8454301.0
Sergio Leone,4.0,33978919.0
Niels Arden Oplev,1.0,18074539.0
Michael Radford,2.0,32744504.0
Steve Boyum,2.0,7664696.0
Chen Kaige,1.0,1.0
Corey Yuen Kwai,2.0,44409246.0
Andrew Dominik,2.0,52642258.0
Jackie Chan,1.0,108348.0
张立 | Zhang Li,1.0,108348.0
Laurent Tirard,2.0,10878868.0
Reinhard Klooss,1.0,1.0
Holger Tappe,1.0,1.0
Frédéric Auburtin,2.0,4857368.0
Olivier Dahan,1.0,1.0
Maksim Fadeev,1.0,1.0
Liliana Cavani,1.0,1.0
Elizabeth Banks,2.0,319945182.0
Edward Norton,1.0,37036004.0
Ben Falcone,2.0,179161689.0
Richard Attenborough,4.0,154387687.0
Don Mancini,1.0,24829644.0
John Maybury,1.0,21126225.0
Norton Virgien,2.0,113695470.0
Igor Kovalyov,1.0,100491683.0
Shinji Aramaki,1.0,17137302.0
Miguel Arteta,5.0,124371377.0
James Gray,4.0,63942755.0
Janusz Kamiński,1.0,31355910.0
Robert B. Weide,1.0,17286299.0
Jeff Wadlow,3.0,112375105.0
Agustín Díaz Yanes,1.0,23321954.0
Camille Delamarre,2.0,141526499.0
David Lean,4.0,242341401.0
Richard Eyre,2.0,49469905.0
Nicholas Meyer,2.0,193700000.0
Callie Khouri,2.0,73839241.0
Sanaa Hamri,2.0,65873136.0
Todd Graff,2.0,5210989.0
Philip Kaufman,2.0,28560876.0
Saul Dibb,1.0,43306325.0
Walter Murch,1.0,11137801.0
Richard Linklater,11.0,311532038.0
E. Elias Merhige,2.0,21279017.0
Menno Meyjes,1.0,1.0
Jodie Foster,3.0,111772589.0
Scott Frank,1.0,53181600.0
Kevin Allen,2.0,28818996.0
Michael Cristofer,1.0,35402320.0
Andrew Morahan,1.0,36800000.0
Bob Rafelson,2.0,44376626.0
Michael Cohn,1.0,35181.0
Stephen Greene,1.0,1.0
Alan Shapiro,1.0,20080020.0
Fernando Meirelles,3.0,132953419.0
Michael Hoffman,3.0,35926215.0
Oleg Stepchenko,1.0,39539416.0
Michael Winterbottom,6.0,18928876.0
Michael Pressman,1.0,78000000.0
Sharon Maguire,1.0,281929795.0
Charles Herman-Wurmfeld,3.0,134928267.0
Gábor Csupó,1.0,137587063.0
Tyler Perry,9.0,402475212.0
Joe Carnahan,3.0,147015973.0
John Polson,2.0,157056060.0
Bernardo Bertolucci,2.0,45343543.0
Cathy Malkasian,1.0,20586040.0
Jeff McGrath,1.0,20586040.0
John Eng,1.0,13203787.0
Chris Nahon,1.0,64437847.0
Fred Wolf,2.0,77018222.0
Bille Woodruff,4.0,98998115.0
Victor Salva,3.0,122542795.0
Mark Helfrich,1.0,59192128.0
Steve Bendelack,1.0,229736344.0
Dwight H. Little,2.0,88761655.0
Guillaume Canet,2.0,50946942.0
Kirsten Sheridan,1.0,66122026.0
Richard Fleischer,4.0,164696924.0
Kinji Fukasaku,1.0,29548291.0
Toshio Masuda,1.0,29548291.0
Bob Spiers,1.0,100000000.0
Damien Dante Wayans,1.0,1.0
John Wells,2.0,110795680.0
Tim Fywell,1.0,27645491.0
Nigel Cole,2.0,42886720.0
Dexter Fletcher,1.0,46152800.0
Jeremy Leven,1.0,22200000.0
Sylvain White,2.0,99091123.0
Troy Nixey,1.0,36993168.0
Philip G. Atwell,1.0,40452643.0
Jeff Schaffer,1.0,20796847.0
James Bridges,1.0,1.0
Steve Barron,1.0,36394530.0
Bill Paxton,2.0,28541625.0
Richard Kelly,3.0,34978796.0
Carter Smith,1.0,22728043.0
John Schlesinger,3.0,122340525.0
Ringo Lam,1.0,51702483.0
Bruce McCulloch,2.0,2.0
Patricia Riggen,3.0,125214114.0
Pascal Chaumeil,1.0,1.0
Jonathan Kaplan,1.0,13000000.0
Ole Bornedal,1.0,85446075.0
Richard Benjamin,3.0,25599706.0
Craig R. Baxley,2.0,20256976.0
John Hillcoat,3.0,45323295.0
John Guillermin,1.0,5778353.0
Marcos Siega,1.0,1.0
Rachel Talalay,2.0,38936528.0
Jeffrey W. Byrd,1.0,1.0
Atom Egoyan,6.0,11723047.0
Robert Towne,1.0,777423.0
Giuseppe Tornatore,1.0,19255873.0
Werner Herzog,2.0,17766245.0
Jérôme Deschamps,1.0,1.0
Pascal Hérold,1.0,1.0
Macha Makeïeff,1.0,1.0
Inna Evlannikova,1.0,6500000.0
Svyatoslav Ushakov,1.0,6500000.0
Jonathan English,1.0,1.0
Sergey Bondarchuk,1.0,3052000.0
Teddy Chan,2.0,5837675.0
Mario Van Peebles,2.0,2.0
Leonard Nimoy,3.0,462780960.0
Herbert Ross,1.0,80035402.0
Bonnie Hunt,1.0,36609995.0
Neil LaBute,3.0,29773297.0
Grant Heslov,1.0,68729358.0
George Gallo,2.0,2.0
Sidney Lumet,6.0,102352818.0
Douglas McGrath,3.0,33767114.0
Kevin Spacey,2.0,2.0
Richard Williams,1.0,669276.0
Mary McGuckian,1.0,1.0
Tony Goldwyn,2.0,2.0
Jonathan Newman,1.0,6399.0
Michael Dinner,1.0,1.0
Joseph Sargent,1.0,51881013.0
Jerry Zaks,1.0,1.0
Fred Durst,1.0,1.0
Anne Fontaine,2.0,318983.0
Jon Cassar,1.0,1.0
Mira Nair,5.0,43204609.0
Mel Brooks,6.0,306628762.0
Russell Crowe,1.0,15520023.0
Jessie Nelson,2.0,116542418.0
Christopher Spencer,1.0,67800064.0
Mike Bigelow,1.0,22400154.0
Daniel Sackheim,1.0,23619609.0
Deborah Kaplan,2.0,25605016.0
Harry Elfont,2.0,25605016.0
Uli Edel,2.0,13555989.0
Fred Dekker,1.0,10696210.0
Brian Trenchard-Smith,3.0,3.0
Paul J. Lombardi,1.0,1.0
Blake Edwards,2.0,41833348.0
Laurence Dunmore,1.0,10852064.0
Christian Carion,1.0,17709155.0
Dax Shepard,1.0,14400000.0
David Palmer,1.0,14400000.0
Rowan Joffe,2.0,15447155.0
John Curran,2.0,36390565.0
Juan José Campanella,2.0,57965843.0
Trey Parker,3.0,134045026.0
Stuart Gillard,2.0,136420425.0
Katt Shea,1.0,17762705.0
Joshua Michael Stern,1.0,17600000.0
Tomas Alfredson,1.0,80630608.0
John Duigan,1.0,1.0
Colin Higgins,1.0,69701637.0
Jim Sonzero,1.0,29907685.0
Penelope Spheeris,1.0,121697323.0
Jeff Tremaine,4.0,406116832.0
Jeannot Szwarc,2.0,187884008.0
Steve McQueen,2.0,204693675.0
Thea Sharrock,1.0,207945075.0
Jon Lucas,2.0,232001746.0
Scott Moore,2.0,232001746.0
Robin Budd,1.0,109862682.0
Donovan Cook,1.0,109862682.0
Ava DuVernay,2.0,66787909.0
Steve Trenbirth,1.0,135680000.0
Mennan Yapo,1.0,84146832.0
Jun Falkenstein,1.0,45554533.0
Tom McCarthy,2.0,97026287.0
Takashi Shimizu,2.0,222618441.0
Gary Nelson,1.0,35841901.0
Anton Corbijn,3.0,105178687.0
Gregory Nava,1.0,60000000.0
John Patrick Shanley,1.0,50907234.0
Joshua Logan,1.0,31678778.0
Steve Beck,2.0,94949884.0
Todd Strauss-Schulson,1.0,35387212.0
John McNaughton,1.0,67200000.0
Nelson McCormick,2.0,14796237.0
Eric Valette,2.0,2.0
Andrew Fleming,4.0,52269468.0
Michael Spierig,1.0,51416464.0
Peter Spierig,1.0,51416464.0
Jim Field Smith,1.0,49779728.0
Thomas Bezucha,2.0,109708851.0
William Brent Bell,3.0,193051952.0
Ben Gluck,1.0,39300000.0
Anthony Bell,1.0,39300000.0
Jessica Bendinger,1.0,1.0
Henry Joost,3.0,432229120.0
Ariel Schulman,3.0,432229120.0
Ed Harris,2.0,20211395.0
Alfred Hitchcock,8.0,91500000.0
Shana Feste,3.0,59607114.0
Steve Rash,2.0,2297494.0
Mike Binder,3.0,43793498.0
Michael J. Bassett,1.0,52302796.0
Frank Nissen,1.0,55686944.0
Stephen Chow,3.0,190992676.0
Peter Hastings,1.0,1.0
Paul Abascal,1.0,16605763.0
Chris Koch,2.0,79896894.0
Amy Heckerling,4.0,66197587.0
Michael Moore,6.0,203360381.0
George Stevens,1.0,15473333.0
Billy Ray,2.0,37799742.0
Mark Mylod,1.0,30426096.0
Stephen St. Leger,1.0,32204030.0
James Mather,1.0,32204030.0
Michael O. Sajbel,2.0,13391175.0
Charles T. Kanganis,1.0,1.0
Damon Santostefano,1.0,1.0
Bob Clark,4.0,190582460.0
Frank Passingham,1.0,1.0
Dave Borthwick,1.0,1.0
Jean Duval,1.0,1.0
Benson Lee,1.0,16549477.0
Glen Morgan,2.0,30057517.0
Mike Leigh,5.0,23529765.0
Alejandro Monteverde,2.0,235583583.0
Jonathan Glazer,3.0,29305744.0
J.C. Chandor,3.0,37619829.0
Paul Gross,2.0,4245871.0
Marc Abraham,1.0,1.0
Todd Haynes,3.0,34082823.0
Mabrouk El Mechri,1.0,16863583.0
Charlie Kaufman,2.0,5659287.0
Nancy Walker,1.0,1.0
Angelo Pizzo,1.0,1.0
Matthew Diamond,1.0,1.0
Katsuhiro Ōtomo,2.0,553172.0
David Anspaugh,1.0,1.0
Andrew Jarecki,1.0,1.0
Daniel Algrant,1.0,1.0
Mike Barker,1.0,7619157.0
Wayne Thornley,1.0,1.0
Gnana Rajasekaran,1.0,1.0
Tom Walsh,1.0,1.0
Jonathan Jakubowicz,1.0,8700000.0
Scott Walker,1.0,5496951.0
Mark Rosman,2.0,70067910.0
Rob Hawk,1.0,1.0
Britt Allcroft,1.0,1.0
Alan Yuen,1.0,1.0
Brian Percival,1.0,76586316.0
Anand Tucker,3.0,41510769.0
Anthony Mann,2.0,34750000.0
Michael Dowse,2.0,7048688.0
Daniel Barnz,2.0,48476125.0
Emile Ardolino,1.0,2119994.0
Robert Altman,3.0,90254045.0
James Schamus,1.0,1.0
Andrew Douglas,1.0,108047131.0
Ricky Gervais,1.0,31912793.0
Matthew Robinson,1.0,31912793.0
Vic Armstrong,1.0,19682924.0
Terry Zwigoff,2.0,79032433.0
Audrey Wells,1.0,58878723.0
Rick Friedberg,1.0,59000000.0
Sean McNamara,2.0,61956504.0
Jody Hill,1.0,24007324.0
Brandon Camp,1.0,36133014.0
Kevin Tancharoen,2.0,18663239.0
Nicholas Hytner,3.0,77508766.0
Bart Freundlich,2.0,16702865.0
James Sbardellati,1.0,16702864.0
Peter Merwin,1.0,16702864.0
William A. Fraker,1.0,2945600.0
John Boorman,3.0,61957604.0
Courtney Solomon,2.0,40114075.0
Jeff Kanew,1.0,1.0
István Szabó,1.0,1.0
Matthew Robbins,1.0,14110013.0
Hal Needham,1.0,1.0
Jeff Nichols,4.0,30899297.0
Jonathan Teplitzky,1.0,22309223.0
Michael Haneke,3.0,27778365.0
Zack Ward,1.0,1.0
Mike Marvin,1.0,3500000.0
Gregor Jordan,2.0,382175.0
Olivier Assayas,3.0,5728647.0
Tran Anh Hung,1.0,1.0
Lance Hool,1.0,1.0
Christian Volckman,1.0,1831348.0
Rodrigo Cortés,2.0,32703654.0
David Hayter,1.0,1.0
Cory Edwards,1.0,51053787.0
Todd Edwards,1.0,51053787.0
Tony Leech,1.0,51053787.0
Terry George,1.0,38000000.0
Xavier Gens,2.0,99987753.0
Kasi Lemmons,3.0,7018191.0
Brian A Miller,1.0,266586800.0
Matt Dillon,1.0,1.0
George Cukor,1.0,72070731.0
John Robert Hoffman,1.0,1.0
Kevin Greutert,2.0,204384063.0
John Fortenberry,1.0,30331165.0
Erik White,1.0,1.0
Christian Robinson,1.0,21170563.0
Jason Moore,1.0,115350426.0
Robert Harmon,2.0,3289544.0
Trent Cooper,1.0,1.0
Gary Halvorson,1.0,1.0
Nicholas Ray,1.0,10000000.0
Guy Green,1.0,10000000.0
Fede Alvarez,1.0,97542952.0
Sidney J. Furie,1.0,19300000.0
Ian Iqbal Rashid,1.0,1.0
Wayne Kramer,2.0,9500001.0
Rowdy Herrington,2.0,30050029.0
Jim Goddard,1.0,1.0
Noel Marshall,1.0,2000000.0
Andrea Di Stefano,1.0,3758328.0
Guillaume Ivernel,1.0,1.0
Arthur Qwak,1.0,1.0
Jack Smight,2.0,20720000.0
Todd Lincoln ,1.0,9627492.0
Howard Zieff,2.0,2.0
Steven Shainberg,2.0,11585698.0
Julian Jarrold,2.0,37311673.0
Joe Nussbaum,3.0,23750076.0
Vadim Perelman,2.0,16942796.0
Michel Hazanavicius,1.0,133432856.0
Cyrus Nowrasteh,1.0,6490401.0
Perry Andelin Blake,1.0,1.0
Christian E. Christiansen,1.0,40492759.0
Sheldon Lettich,2.0,33386088.0
Diane English,1.0,50007546.0
Peter Flinth,1.0,1.0
Robert Iscove,3.0,128716527.0
Peter Kosminsky,1.0,21657770.0
Nick Gomez,1.0,15427192.0
Allen Coulter,1.0,56506120.0
Clare Kilner,2.0,47175039.0
Josef Rusnak,1.0,18564088.0
Lance Rivera,1.0,12.0
Ronald Neame,1.0,1.0
Bruce Paltrow,1.0,1.0
Adam Rifkin,2.0,4217116.0
Susanne Bier,1.0,2849142.0
Kenneth Johnson,1.0,1686429.0
James Ivory,7.0,72645113.0
Jessy Terrero,1.0,14822346.0
Dany Boon,1.0,53191886.0
Nicolas Guy,1.0,53191886.0
Vicente Amorim,1.0,1.0
Gaspar Noé,2.0,755041.0
Jérôme Salle,1.0,1.0
Tommy Lee Jones,2.0,15479002.0
Jesse Vaughan,1.0,1.0
William Bindley,1.0,1.0
Wayne Beach,1.0,1237615.0
Gérard Krawczyk,1.0,1.0
Udayan Prasad,1.0,317000.0
Yoon Je-kyoon,1.0,11301649.0
Morten Tyldum,2.0,249255415.0
Andy Muschietti,1.0,146497771.0
Gillian Armstrong,2.0,206006504.0
James Watkins,2.0,131714733.0
Jim Fall,1.0,55534455.0
Ric Roman Waugh,1.0,42930462.0
Michael Dougherty,1.0,61548707.0
Joel Gallen,1.0,66468332.0
James Marsh,2.0,126684666.0
Matt Williams,1.0,33771174.0
Dennis Iliadis,1.0,32721635.0
Rick Rosenthal,1.0,37664855.0
Denzel Washington,2.0,53593730.0
Nicolas Winding Refn,4.0,91986048.0
Sara Sugarman,1.0,29331068.0
Juan Carlos Fresnadillo,1.0,64238440.0
Gina Prince-Bythewood,3.0,80452240.0
Phil Traill,1.0,40105542.0
Joe Berlinger,1.0,21300000.0
Elizabeth Allen Rosenbaum,2.0,23006850.0
Michael Mayer,2.0,22548955.0
Martin Weisz,1.0,1.0
John Ottman,1.0,38574362.0
John Bonito,1.0,22165608.0
Peter Atencio,1.0,20566327.0
David Nutter,1.0,17507368.0
Derek Cianfrance,2.0,52051848.0
Stephan Elliott,2.0,2.0
Mark L. Lester,4.0,76855725.0
Tom Green,1.0,1.0
Mike Nawrocki,2.0,2.0
Catherine Owens,1.0,22730842.0
Douglas Aarniokoski,2.0,25843608.0
Bryan Barber,1.0,1.0
Lone Scherfig,2.0,85486285.0
Drew Barrymore,1.0,16633035.0
Brian Koppelman,2.0,17024782.0
David Levien,2.0,17024782.0
James Foley,3.0,36285658.0
Albert Brooks,1.0,1.0
Steve Gomer,1.0,1.0
RZA,1.0,15608545.0
Mark Piznarski,1.0,1.0
Craig Brewer,2.0,34467573.0
David Raynr,3.0,38102507.0
Mort Nathan,1.0,8586376.0
Dan Curtis,1.0,1.0
Wil Shriner,1.0,1.0
Martin McDonagh,2.0,53956044.0
Tina Gordon Chism,1.0,1.0
Peter Cattaneo,4.0,266753679.0
Mary Lambert,2.0,62686965.0
Peter Kassovitz,1.0,1.0
Rodman Flender,1.0,4152230.0
Katja von Garnier,1.0,1.0
Mark Romanek,2.0,61678538.0
Brad Anderson,5.0,83075991.0
Michael Chapman,1.0,1.0
Antonio Banderas,1.0,1.0
Khalil Sullins,1.0,1.0
Fritz Lang,1.0,650422.0
Hou Hsiao-hsien,1.0,632542.0
Andrey Zvyagintsev,1.0,1119929521.0
Tony Jaa,1.0,8936663.0
Panna Rittikrai,1.0,8936663.0
Ryûhei Kitamura,1.0,3533227.0
Darrell James Roodt,1.0,80634.0
Dito Montiel,1.0,1.0
Stefan Ruzowitzky,3.0,89352.0
Jake Paltrow,1.0,20380.0
Juraj Jakubisko,1.0,1.0
Anthony Silverston,1.0,27187375.0
Gabe Ibáñez,1.0,1.0
Gerry Lively,1.0,2598616.0
Daniele Luchetti,1.0,1.0
Derek Yee Tung-Sing,1.0,1.0
Julien Temple,1.0,1.0
Gregory Jacobs,1.0,122513057.0
Gilles Paquet-Brenner,1.0,17511906.0
Peter Cousens,1.0,1.0
Lars von Trier,3.0,62524095.0
John Cornell,1.0,239606210.0
Vidhu Vinod Chopra,1.0,1.0
Jamie Blanks,2.0,72527596.0
Randal Kleiser,3.0,275460036.0
Phil Vischer,1.0,1.0
Rick Famuyiwa,4.0,91818161.0
Alan Cohn,1.0,1.0
Franco Zeffirelli,1.0,21001563.0
Tom Holland,2.0,44196685.0
James Isaac,1.0,16951798.0
Emilio Estevez,1.0,20597806.0
Josh Schwartz,1.0,11417362.0
Julian Schnabel,2.0,22788842.0
Todd Field,2.0,58190437.0
Davis Guggenheim,3.0,54306859.0
Stephen Carpenter,1.0,1.0
James Fargo,1.0,1.0
Alain Resnais,1.0,1.0
Chao-Bin Su,1.0,1.0
Kenneth Lonergan,2.0,46496.0
Bo Zenga,1.0,1.0
Danny Leiner,2.0,97117631.0
Christopher Cain,2.0,44726645.0
Theodore Melfi,1.0,54837234.0
Ed Decter,1.0,1.0
Gene Quintano,1.0,1.0
Eric Bress,1.0,96060858.0
J. Mackye Gruber,1.0,96060858.0
Preston A. Whitmore II,2.0,7000001.0
Kirk Wong,1.0,27007143.0
Bronwen Hughes,1.0,1.0
John Lafia,1.0,35763605.0
Sam Miller,2.0,53830416.0
Alex Garland,1.0,36869414.0
Mark Brown,2.0,2.0
Michael Polish,5.0,15973591.0
Daisy von Scherler Mayer,2.0,28764118.0
Lenny Abrahamson,1.0,35401758.0
Bob Saget,2.0,2.0
John Waters,3.0,13820689.0
Craig Bolotin,1.0,1.0
Mark Christopher,1.0,16757163.0
Blair Hayes,1.0,1.0
Jez Butterworth,1.0,1.0
Isabel Coixet,2.0,14584321.0
Christopher Doyle,1.0,4857367.0
Gurinder Chadha,4.0,106709562.0
Gérard Depardieu,1.0,4857367.0
Sylvain Chomet,2.0,6335043.0
Bruno Podalydès,1.0,4857367.0
Nobuhiro Suwa,1.0,4857367.0
Oliver Schmitz,1.0,4857367.0
Daniela Thomas,1.0,4857367.0
Patrice Leconte,1.0,1.0
Paul Mazursky,1.0,9789900.0
Stephen Chbosky,1.0,33400000.0
Jon Hess,1.0,1200000.0
Joe Cornish,1.0,3964682.0
John H. Lee,1.0,1.0
John Stainton,1.0,33082548.0
Benedek Fliegauf,1.0,1.0
Paul Schrader,6.0,2118895.0
Stewart Hendler,1.0,27206120.0
John Cromwell,1.0,1.0
W.S. Van Dyke,1.0,1.0
Mark Herman,2.0,20416564.0
Abel Ferrara,1.0,1227324.0
Ethan Maniquis,1.0,31327899.0
George Hickenlooper,2.0,3665070.0
Kang Je-gyu,1.0,15.0
William Dear,2.0,4019980.0
Stéphane Aubier,1.0,8109160.0
Vincent Patar,1.0,8109160.0
Benjamin Renner,1.0,8109160.0
John Badham,1.0,79567667.0
Mike McCoy,1.0,81272766.0
Mike Judge,4.0,104290285.0
Tamra Davis,2.0,78601050.0
Nima Nourizadeh,1.0,100000000.0
Franklin J. Schaffner,3.0,90239565.0
John Erick Dowdle,4.0,168957466.0
David Moreau,1.0,56309766.0
Xavier Palud,1.0,56309766.0
Christopher Erskin,1.0,31179516.0
Brian Henson,1.0,27281507.0
Dan Cutforth,1.0,32726956.0
Jane Lipsitz,1.0,32726956.0
Josh Boone,1.0,307166834.0
Jake Schreier,2.0,88837338.0
Cheryl Dunye,1.0,51.0
Ernest R. Dickerson,1.0,1.0
Lionel C. Martin,1.0,13960203.0
Wallace Wolodarsky,1.0,1.0
Nicholas Jarecki,1.0,35485056.0
Dean Israelite,1.0,32248241.0
Darnell Martin,1.0,1.0
Scott Alexander,1.0,1.0
Larry Karaszewski,1.0,1.0
Stuart Gordon,2.0,6739142.0
Christopher Guest,4.0,45081828.0
Jane Campion,3.0,121140078.0
Fred Schepisi,1.0,1.0
Antonia Bird,1.0,1.0
Jon Poll,1.0,1.0
Paolo Sorrentino,1.0,8371085.0
Peter Care,1.0,1.0
Park Chan-wook,3.0,50860754.0
Ira Sachs,2.0,2843998.0
Carroll Ballard,2.0,37799644.0
Takeshi Kitano,1.0,15250000.0
Marco Kreuzpaintner,2.0,2.0
Lajos Koltai,1.0,1.0
Alan Rudolph,1.0,1.0
Lu Chuan,1.0,10652498.0
Lijun Sun,1.0,2570000.0
Takashi Yamazaki,1.0,11212294.0
Christopher Smith,2.0,2.0
Timothy Hines,1.0,1.0
David Winters,1.0,1.0
Akira Kurosawa,2.0,271842.0
Jamie Thraves,1.0,1.0
Mabel Cheung,1.0,1.0
Dan Mazer,1.0,94073028.0
R.J. Cutler,1.0,78874843.0
David S. Ward,1.0,49797148.0
Barnaby Thompson,1.0,1.0
Rob Pritts,1.0,23978402.0
John Crowley,1.0,62076141.0
Brendan Malloy,1.0,14782676.0
Emmett Malloy,1.0,14782676.0
Dustin Hoffman,1.0,59520298.0
Gregory Poirier,1.0,23430766.0
Simon Curtis,2.0,96677469.0
Dewey Nicks,1.0,6413915.0
Philip Saville,1.0,4069090.0
Tim Blake Nelson,1.0,16017403.0
William A. Graham,1.0,2807854.0
Martin Ritt,2.0,12200000.0
John Turturro,2.0,2945243.0
Agnieszka Holland,1.0,1.0
David Hackl,2.0,113857534.0
Giuliano Montaldo,1.0,1.0
Lisa Azuelos,1.0,1.0
Ray Lawrence,1.0,1.0
Karan Johar,2.0,59345360.0
Ruairi Robinson,1.0,1.0
Jaume Balagueró,4.0,48917682.0
Jon Kasdan,1.0,17500000.0
Léa Pool,2.0,25001.0
Floyd Mutrux,1.0,123509.0
Sajid Khan,1.0,1.0
Dean Wright,1.0,9622846.0
Eric Lartigau,1.0,82438670.0
Shintaro Shimosawa,1.0,1.0
Darren Lynn Bousman,5.0,456342668.0
James DeMonaco,3.0,316699354.0
Bernhard Wicki,1.0,50100000.0
Ken Annakin,1.0,50100000.0
Andrew Marton,1.0,50100000.0
Carol Reed,2.0,51802877.0
Chuck Sheetz,1.0,44460850.0
George Ogilvie,1.0,36230219.0
Marcus Raboy,2.0,33535904.0
Leigh Whannell,1.0,104303851.0
Michael Schultz,3.0,32558301.0
Peter Sollett,3.0,36363388.0
Bob Dolman,1.0,38068353.0
Greg Coolidge,1.0,38368909.0
David Lowery,1.0,143695338.0
Ciaran Foy,1.0,52882018.0
Salim Akil,2.0,62348079.0
Olatunde Osunsanmi,1.0,42333295.0
Leon Ichaso,1.0,1.0
Joseph Zito,2.0,32980881.0
Patricia Rozema,1.0,1.0
Rob Schmidt,1.0,28650575.0
Ben Garant,1.0,20342161.0
Morgan Spurlock,4.0,97833662.0
Neal Brennan,1.0,1.0
Tuck Tucker,1.0,1.0
Theodore Witcher,1.0,1.0
Joel Edgerton,1.0,58978653.0
Jim Hanon,1.0,1.0
Michael Patrick Jann,1.0,10571408.0
Jorma Taccone,1.0,6110000.0
Rusty Cundieff,2.0,44438988.0
James Duffy,1.0,32438988.0
Patrik Forsberg,1.0,32438988.0
Jonathan van Tulleken,1.0,32438988.0
Will Graham,1.0,32438988.0
Jeff Lowell,1.0,1.0
Lorene Scafaria,1.0,9636289.0
Marcus Dunstan,1.0,6842058.0
Timothy Bjorklund,1.0,1.0
François Girard,1.0,9495408.0
Scott Kalvert,1.0,1.0
Jason Bateman,1.0,7800000.0
David Schwimmer,2.0,33120000.0
Allan Arkush,1.0,2154696.0
Eric Bross,2.0,2.0
Dan Fogelman,1.0,10835752.0
Jay Duplass,4.0,4417583.0
Mark Duplass,4.0,4417583.0
Luca Guadagnino,1.0,10906568.0
John Putch,1.0,851690.0
Peter Medak,1.0,3275585.0
Terence Davies,1.0,5164404.0
Harley Cokeliss,1.0,1.0
Tom Brady,1.0,1.0
Jason Zada,1.0,40055439.0
Noah Baumbach,3.0,22755442.0
Eric Blakeney,1.0,1631839.0
Rakesh Roshan,1.0,1.0
Derrick Borte,1.0,7022728.0
Richard Kwietniowski,2.0,2.0
Bob Odenkirk,2.0,4630046.0
Joshua Seftel,1.0,1296184.0
Vincent Gallo,2.0,2375098.0
Claude Chabrol,2.0,156466132.0
Jon Stewart,1.0,1.0
Bigas Luna,1.0,1.0
Ralph Fiennes,1.0,1072602.0
Dan Harris,1.0,1.0
Mel Smith,1.0,1.0
Bobcat Goldthwait,1.0,295750.0
Jake Scott,1.0,42145.0
Alan Metter,1.0,126247.0
Rafa Lara,1.0,1.0
Alan Smithee,1.0,45779.0
Arthur Hiller,1.0,45779.0
Michael Meredith,1.0,1.0
Julio DePietro,1.0,1.0
Katherine Dieckmann,1.0,1.0
Kim Farrant,1.0,17472.0
Scott Marshall Smith,1.0,9465442.0
Álex de la Iglesia,1.0,1.0
Andrew Traucki,1.0,1.0
Michael Clancy,1.0,1.0
Robert Adetuyi,1.0,1.0
Kari Skogland,1.0,1.0
Taedong Park,1.0,1.0
Mauricio De la Orta,1.0,1.0
Benedikt Erlingsson,1.0,11.0
Jason Connery,1.0,1.0
Vic Sarin,2.0,2.0
Jim Issa,1.0,1.0
William Phillips,1.0,1.0
Andy García,1.0,4386236.0
Sarik Andreasyan,1.0,2931475.0
Julian Gilbey,2.0,25345001.0
Gary Sherman,1.0,14144000.0
Valeri Milev,1.0,1.0
Stanley Kramer,2.0,70000000.0
Pedro Almodóvar,1.0,85582407.0
Gerald Potterton,1.0,1.0
Anurag Basu,1.0,1.0
Kriv Stenders,1.0,1.0
